# V2: REAL OSM addresses (house + street both real, region dropped)
# Total records: 46135
# Generated: 2026-09-18 22:36:45 UTC
# Format: COUNTRY | FULL_NAME | ADDRESS | PHONE | POSTAL_CODE | EMAIL
#
Canada|Cynthia Fernandez|267 College Street, Toronto, Canada|(825) 756-7260|O1W 4F4|cynthia-fernandez4718@sky.com
Canada|Teresa Neal|109 McCaul Street, Toronto, Canada|(780) 523-3688|M5T 3K5|teresa_neal7455@mac.com
Canada|Elizabeth Mcneil|443 University Avenue, Toronto, Canada|(639) 261-1120|M5G 2H6|elizabeth_mcneil6367@gmx.com
Canada|Michael Nichols|250 Queen Street West, Toronto, Canada|(639) 493-5907|J0O 4Y3|michael-nichols5381@telefonica.net
Canada|Emily Anderson|228 Queen Street West, Toronto, Canada|(306) 903-5637|Z5T 0V4|emily-anderson7134@yahoo.com
Canada|Stephen Valdez|400 Bathurst Street, Toronto, Canada|(604) 953-9684|M5T 2S6|stephen.valdez7905@libero.it
Canada|Tina Crawford|344 Bathurst Street, Toronto, Canada|(506) 215-5931|M5T 2S3|tina.crawford8436@libero.it
Canada|Shirley Howard|327 Bathurst Street, Toronto, Canada|(639) 297-8911|Z1F 8S1|shirley-howard8331@ymail.com
Canada|Caroline Mcneil|55 Spadina Avenue, Toronto, Canada|(416) 500-1204|M5V 2J2|caroline-mcneil1622@web.de
Canada|Ashley Zhang|38 Spadina Avenue, Toronto, Canada|(289) 838-5242|D3X 7B3|ashley-zhang7494@web.de
Canada|Angela Stone|224 Wellington Street West, Toronto, Canada|(825) 959-7360|D8C 1Y8|angela_stone9324@yandex.com
Canada|Aaron Arnold|184 Pearl Street, Toronto, Canada|(428) 570-5839|D5O 7A2|aaron.arnold294@orange.fr
Canada|Leah Larsen|65 Dundas Street West, Toronto, Canada|(782) 509-1928|R5E 1K2|leah.larsen8055@tin.it
Canada|Madeline Ross|325 Yonge Street, Toronto, Canada|(204) 915-5541|D5T 0O4|madeline.ross8837@centrum.cz
Canada|Luke Zamora|171 College Street, Toronto, Canada|(428) 632-8892|G6X 8S3|luke-zamora1739@yahoo.in
Canada|Alan Boyd|334 Bloor Street West, Toronto, Canada|(470) 893-2887|M5S 1W9|alan_boyd3977@yahoo.ca
Canada|Latoya Sampson|150 Dupont Street, Toronto, Canada|(753) 709-9716|M5R 2E6|latoya.sampson4053@gmx.net
Canada|Brandi Ford|165 Avenue Road, Toronto, Canada|(368) 789-2902|C2P 8K3|brandi.ford3201@gmx.com
Canada|Margaret Gutierrez|20 Madison Avenue, Toronto, Canada|(672) 880-8682|P7E 4U9|margaret_gutierrez7440@hotmail.es
Canada|Caleb Briggs|839 Yonge Street, Toronto, Canada|(905) 262-9184|T6Q 0Y5|caleb.briggs5141@telefonica.net
Canada|Yesenia Webb|932 Yonge Street, Toronto, Canada|(367) 822-4033|D8J 2W8|yesenia_webb4425@gmail.com
Canada|Tina Vang|246 Bloor Street West, Toronto, Canada|(819) 232-1404|M5S 1V4|tina.vang4602@telefonica.net
Canada|Heather Hebert|45 Davenport Road, Toronto, Canada|(226) 702-0031|C2C 2J4|heather-hebert1754@yahoo.com
Canada|Curtis Carr|1250 Bay Street, Toronto, Canada|(289) 758-1411|M5R 2B1|curtis.carr4411@outlook.fr
Canada|Bob Wilson|558 Bloor Street West, Toronto, Canada|(778) 606-1546|M5S1Y6|bob_wilson4528@terra.es
Canada|Dennis Diaz|532 Bloor Street West, Toronto, Canada|(428) 610-4834|W1B 0B0|dennis_diaz3207@hotmail.co.uk
Canada|Debbie Hart|574 Bloor Street West, Toronto, Canada|(778) 258-4399|X1W 7N2|debbie_hart2497@wanadoo.fr
Canada|Karen Poole|720 Spadina Avenue, Toronto, Canada|(705) 947-1989|M5S 2T9|karen.poole9214@telefonica.net
Canada|Lauren Ellis|20 Dundas Square, Toronto, Canada|(683) 879-5578|B5C 2N4|lauren.ellis6803@mail.com
Canada|Maria Cline|148 Dundas Street West, Toronto, Canada|(780) 892-1884|V3C 4L8|maria_cline6669@yahoo.in
Canada|Charles Randolph|150 Dundas Street West, Toronto, Canada|(753) 938-0310|X5F 1H7|charles_randolph4827@orange.es
Canada|Sydney Rocha|180 Dundas Street West, Toronto, Canada|(450) 993-8410|E0E 8C2|sydney_rocha2332@volny.cz
Canada|Jasmine Winters|438 University Avenue, Toronto, Canada|(416) 493-7241|L8N 1J1|jasmine-winters1843@gmx.net
Canada|Dylan Fry|460 University Avenue, Toronto, Canada|(581) 863-0550|M5G1V1|dylan_fry8077@t-online.de
Canada|Alyssa Yang|320 College Street, Toronto, Canada|(519) 674-0825|M5T 1S3|alyssa.yang8331@t-online.de
Canada|Cynthia Clark|21 Sussex Avenue, Toronto, Canada|(902) 690-7764|M5S 1J6|cynthia.clark2942@yandex.ru
Canada|Danielle Cox|260 College Street, Toronto, Canada|(418) 822-0557|M5T 1R7|danielle_cox1895@mail.com
Canada|Tracey Moody|268 College Street, Toronto, Canada|(519) 969-5774|Y1Q 4X7|tracey.moody7291@yahoo.com.au
Canada|Donna Larsen|351 Bloor Street West, Toronto, Canada|(587) 325-1572|X1M 5L7|donna_larsen6142@outlook.fr
Canada|James Moody|360 Bloor Street West, Toronto, Canada|(604) 631-8777|M5S 1X1|james-moody1804@fastmail.com
Canada|Jerry Lyons|259 Richmond Street West, Toronto, Canada|(780) 743-1921|M5V 3M6|jerry_lyons3620@sky.com
Canada|Dylan Gillespie|1077 Yonge Street, Toronto, Canada|(604) 579-8931|K8Z 1A8|dylan-gillespie8503@onet.pl
Canada|Keith Erickson|39 Prince Arthur Avenue, Toronto, Canada|(604) 670-9792|M5R1B2|keith.erickson4957@centrum.cz
Canada|Patrick Oneill|475 Yonge Street, Toronto, Canada|(548) 804-7760|N0Q 2Q6|patrick.oneill4474@ono.com
Canada|Cindy Pennington|656 Spadina Avenue, Toronto, Canada|(343) 558-2624|T5B 8S5|cindy_pennington2488@tiscali.it
Canada|Jasmin Miller|654 Spadina Avenue, Toronto, Canada|(431) 753-8266|J0T 6B8|jasmin_miller4271@mail.com
Canada|Kristopher Cantrell|463 College Street, Toronto, Canada|(418) 404-5716|M6G 4C1|kristopher_cantrell1052@yahoo.com
Canada|Dylan Silva|293 Palmerston Avenue, Toronto, Canada|(437) 398-0217|M6J 2J3|dylan_silva9818@yahoo.ca
Canada|Catherine Gonzales|747 College Street, Toronto, Canada|(683) 375-8298|M6G 1C5|catherine_gonzales4034@ono.com
Canada|Kendra Conner|632 College Street, Toronto, Canada|(416) 266-9685|E5U 7C1|kendra_conner8010@terra.es
Canada|Paula Hanson|757 Dundas Street West, Toronto, Canada|(428) 599-9460|M6J 1T9|paula_hanson5117@sky.com
Canada|Daniel Carter|883 Dundas Street West, Toronto, Canada|(506) 291-8538|M6J 1V8|daniel.carter3099@alice.it
Canada|Jacqueline Brewer|568 College Street, Toronto, Canada|(450) 513-2935|M6G 1B3|jacqueline_brewer8632@outlook.fr
Canada|Andrew Mccoy|542 College Street, Toronto, Canada|(289) 952-7748|E3X 1J6|andrew_mccoy8980@outlook.com
Canada|Tracey Mendoza|873 Queen Street West, Toronto, Canada|(584) 456-2650|M6J 1G4|tracey_mendoza3014@mail.com
Canada|Hunter Freeman|1102 Dundas Street West, Toronto, Canada|(428) 725-1680|I2B 1L3|hunter.freeman9265@hotmail.fr
Canada|Anna Walter|12 Clinton Street, Toronto, Canada|(418) 778-9705|M6J 2N8|anna_walter34@wp.pl
Canada|Shelby Maldonado|811 Dundas Street West, Toronto, Canada|(587) 770-3138|M6J 1V4|shelby-maldonado6852@orange.fr
Canada|Randall Walter|340 College Street, Toronto, Canada|(807) 492-1008|C5P 7C2|randall_walter7027@libero.it
Canada|Caleb Mccullough|800 Bay Street, Toronto, Canada|(873) 241-5007|M5S 3A9|caleb_mccullough8040@ymail.com
Canada|Michelle Robertson|40 Larch Street, Toronto, Canada|(514) 607-2685|M5T 1G8|michelle.robertson1725@protonmail.com
Canada|Erin Garrett|359 Yonge Street, Toronto, Canada|(613) 373-9545|O6E 5J6|erin-garrett8951@web.de
Canada|Tyler Sanders|458 Queen Street West, Toronto, Canada|(902) 402-6045|M5V 2B4|tyler-sanders3958@tin.it
Canada|Lisa Randall|466 Queen Street West, Toronto, Canada|(581) 603-6828|Y5B 8R5|lisa.randall5637@seznam.cz
Canada|Tammy Zamora|518 Queen Street West, Toronto, Canada|(365) 406-7102|R1T 6E4|tammy_zamora3021@seznam.cz
Canada|Alexander Munoz|524 Queen Street West, Toronto, Canada|(584) 438-8687|K2H 5O9|alexander_munoz5895@yandex.com
Canada|Randall Compton|540 King Street West, Toronto, Canada|(819) 473-9782|I4X 7F5|randall_compton7052@yahoo.de
Canada|Peter Hoover|434 King Street West, Toronto, Canada|(204) 955-6960|V3T 8V1|peter-hoover4563@aol.com
Canada|Brandi Keller|388 King Street West, Toronto, Canada|(418) 641-0241|M5V 1K2|brandi.keller7168@proton.me
Canada|David Zhang|280 Bloor Street West, Toronto, Canada|(367) 281-5727|M5S 1V8|david-zhang3502@gmx.de
Canada|Marissa Salas|284 Bloor Street West, Toronto, Canada|(306) 923-2217|L0Q 3L8|marissa_salas6688@free.fr
Canada|Logan Adams|309 Augusta Avenue, Toronto, Canada|(902) 601-7903|C4S 1X5|logan_adams6576@ono.com
Canada|Patricia Walter|412 Bloor Street West, Toronto, Canada|(742) 712-5596|M5S 1X5|patricia.walter5671@zoho.com
Canada|Jeff Maldonado|1380 Rue Sherbrooke Ouest, Montreal, Canada|(782) 903-8399|H3G 1J5|jeff_maldonado3612@free.fr
Canada|Luis Thompson|1981 Avenue McGill College, Montreal, Canada|(249) 797-9828|N6F 0X3|luis-thompson4736@yahoo.co.uk
Canada|Elaine Mayer|977 rue Sainte-Catherine Ouest, Montreal, Canada|(306) 612-4761|H3B 4W3|elaine-mayer890@icloud.com
Canada|Margaret Butler|3575 Avenue du Parc, Montreal, Canada|(579) 514-9045|H2X 3P9|margaret-butler5615@hotmail.fr
Canada|Regina Higgins|1030 Rue Mackay, Montreal, Canada|(431) 709-6708|H3G 2H1|regina-higgins1376@hotmail.co.uk
Canada|Caitlyn Jordan|1871 Rue Sainte-Catherine Ouest, Montreal, Canada|(825) 800-5002|H3H 1M1|caitlyn-jordan4207@libero.it
Canada|Gabrielle Mccoy|1420 Rue du Fort, Montreal, Canada|(450) 703-5114|C8O 3T6|gabrielle.mccoy6801@wanadoo.es
Canada|Tony Austin|5029 Avenue du Parc, Montreal, Canada|(581) 346-3009|H6H 2B5|tony.austin1927@laposte.net
Canada|Sue Carter|1356 Rue Sainte-Catherine Ouest, Montreal, Canada|(428) 521-4235|H3G 1P6|sue_carter3064@volny.cz
Canada|Carly Freeman|1445 Rue Bishop, Montreal, Canada|(867) 322-5634|T9V 5M5|carly_freeman9666@ono.com
Canada|Lindsay Hampton|932 Rue Notre-Dame Ouest, Montreal, Canada|(403) 463-8586|R6M 6G5|lindsay.hampton184@ono.com
Canada|Brenda Hill|371 Avenue Villeneuve Est, Montreal, Canada|(780) 701-0912|H2J 2L5|brenda-hill4245@me.com
Canada|Monica Hanson|245 Rue Ontario Est, Montreal, Canada|(604) 212-7787|I4D 7E7|monica_hanson1368@ono.com
Canada|Ruth Montgomery|523 Place Saint-Henri, Montreal, Canada|(226) 384-5645|H4C 2S1|ruth_montgomery1663@libero.it
Canada|Felicia Ross|3895 Boulevard Saint-Laurent, Montreal, Canada|(403) 445-1718|H2W 1X9|felicia_ross6625@protonmail.com
Canada|Linda Crawford|1255 Rue Peel, Montreal, Canada|(204) 999-2794|K0L 8S3|linda.crawford3567@tin.it
Canada|Donna Myers|75 Rue Villeneuve Ouest, Montreal, Canada|(705) 426-1765|H2T 2R4|donna_myers1596@mac.com
Canada|Travis Campbell|21 Rue Stanton, Montreal, Canada|(289) 524-0916|I3F 2W6|travis_campbell1815@yandex.ru
Canada|Rachel Conner|19 Rue Stanton, Westmount, Canada|(613) 649-2771|H3Y 3B1|rachel_conner5199@hotmail.es
Canada|Earl Bradley|3041 Rue Notre-Dame Ouest, Montreal, Canada|(470) 992-0131|h4c1n9|earl_bradley8330@proton.me
Canada|Matthew Hampton|1100 Rue Notre-Dame Ouest, Montreal, Canada|(581) 282-4463|L4K 0X7|matthew.hampton7834@sky.com
Canada|Jack Washington|1011 Rue Sainte-Catherine Ouest, Montreal, Canada|(613) 641-4572|H3B 1J4|jack_washington9219@yahoo.com
Canada|Tyler Pennington|1195 Rue Notre-Dame Ouest, Montreal, Canada|(514) 925-1585|G1Z 2S8|tyler.pennington2673@yahoo.ca
Canada|Patrick Yang|5 Complexe Desjardins, Montreal, Canada|(709) 272-8835|H5B 1B4|patrick.yang5394@orange.es
Canada|Katherine Cline|1551 Rue Saint-Denis, Montreal, Canada|(639) 790-9869|H2X 3K3|katherine.cline5604@wanadoo.es
Canada|Mary Yang|300 Rue Ontario Est, Montreal, Canada|(306) 917-5855|E0N 4E3|mary.yang310@web.de
Canada|Emily Cooke|88 Rue Saint-Urbain, Montreal, Canada|(450) 467-7064|N6Y 8T2|emily_cooke579@hotmail.com
Canada|Larry Shaw|1180 rue de la Gauchetiere Ouest, Montreal, Canada|(819) 566-0797|B0D 3C3|larry-shaw4570@outlook.de
Canada|Darlene Dixon|435 Avenue du Mont-Royal Est, Montreal, Canada|(604) 855-2679|H2J 1W2|darlene.dixon6732@seznam.cz
Canada|Andrea Cox|2175 Rue du Souvenir, Montreal, Canada|(365) 971-4333|M9V 8F0|andrea-cox5500@libero.it
Canada|Micheal Pena|2181 Rue du Souvenir, Montreal, Canada|(778) 567-6918|R4U 1B2|micheal-pena7972@yahoo.com
Canada|Edward Grant|2225 Rue du Souvenir, Montreal, Canada|(902) 249-4579|A2A 5Y5|edward-grant1406@laposte.net
Canada|Eduardo Brown|2250 Rue du Souvenir, Montreal, Canada|(249) 723-7068|K0L 2B7|eduardo-brown4416@me.com
Canada|Erin Armstrong|2300 Rue du Souvenir, Montreal, Canada|(879) 528-5916|E0I 5Y6|erin_armstrong8081@yahoo.com.au
Canada|Anthony Ramirez|2251 Rue du Souvenir, Montreal, Canada|(204) 395-0307|C1R 6Z1|anthony.ramirez9176@yahoo.ca
Canada|Tony Graham|2305 Rue du Souvenir, Montreal, Canada|(902) 634-5803|G5F 6X5|tony.graham2169@hotmail.com
Canada|Anthony Hernandez|1042 Rue Lambert-Closse, Montreal, Canada|(226) 526-1640|H3H 1Z2|anthony-hernandez1995@yahoo.co.uk
Canada|Stephanie Johnson|1036 Rue Lambert-Closse, Montreal, Canada|(438) 949-4220|H3H 1Z2|stephanie.johnson9126@yahoo.com
Canada|Rebecca Santana|1042A Rue Lambert-Closse, Montreal, Canada|(428) 287-3856|H3H 1Z2|rebecca.santana1423@gmx.de
Canada|Dale Shepard|2290 Avenue Hawarden, Montreal, Canada|(438) 463-3484|H3H 1S6|dale_shepard3841@web.de
Canada|Micheal Garner|1007 Rue Lambert-Closse, Montreal, Canada|(867) 784-5172|K5W 2L4|micheal.garner1543@zoho.com
Canada|Alex Clayton|1001 Rue Lambert-Closse, Montreal, Canada|(470) 531-9767|I1N 1S0|alex.clayton819@mail.com
Canada|Caleb Dennis|2237 Avenue Hawarden, Montreal, Canada|(514) 235-1411|S3J 7Q4|caleb-dennis2488@yahoo.co.uk
Canada|Dawn Tanner|2207 Avenue Hawarden, Montreal, Canada|(867) 910-7753|V5T 4O0|dawn_tanner1554@yahoo.ca
Canada|Molly Sullivan|2268 Avenue Hawarden, Montreal, Canada|(639) 484-8921|N8P 5U1|molly.sullivan8085@zoho.com
Canada|Tony Garcia|2262A Avenue Hawarden, Montreal, Canada|(825) 238-0280|I2S 9H6|tony-garcia1570@telefonica.net
Canada|Tanya Garcia|1013 Avenue Atwater, Montreal, Canada|(780) 881-3566|J4K 4E6|tanya_garcia2317@vp.pl
Canada|Danielle Duncan|1019 Avenue Atwater, Montreal, Canada|(470) 625-0833|M8W 9H2|danielle.duncan6914@tutanota.com
Canada|Darryl Baldwin|1037 Avenue Atwater, Montreal, Canada|(807) 282-9682|U6V 0W2|darryl_baldwin1759@libero.it
Canada|Megan Hoover|1079 Avenue Atwater, Montreal, Canada|(450) 619-3680|M0Y 8B3|megan.hoover6034@outlook.de
Canada|Randy Arnold|1040 Avenue Atwater, Montreal, Canada|(306) 679-3003|H3Z 1X3|randy_arnold7118@virgilio.it
Canada|Daniel Stone|1035 Rue Lambert-Closse, Montreal, Canada|(604) 291-2583|H3H 1Z1|daniel.stone316@outlook.fr
Canada|Jeffrey Parsons|1249 Rue Sussex, Montreal, Canada|(437) 995-1137|Y2S 6Q7|jeffrey_parsons8441@rocketmail.com
Canada|Darryl Boyle|1193 Rue Sussex, Montreal, Canada|(705) 261-7944|R5T 2M3|darryl.boyle5055@fastmail.com
Canada|Anna Miller|1201 Rue Hope, Montreal, Canada|(343) 709-5726|A4W 0D2|anna.miller2803@wp.pl
Canada|Tanya Smith|1175 Rue Hope, Montreal, Canada|(418) 984-4532|D4B 6D0|tanya_smith8780@yahoo.co.uk
Canada|Carolyn Thornton|2090 Rue Tupper, Montreal, Canada|(604) 763-7288|H0R 8T1|carolyn_thornton2431@orange.es
Canada|Micheal Kramer|2076 Rue Tupper, Montreal, Canada|(365) 843-9876|B5O 1E6|micheal-kramer2664@vp.pl
Canada|Jacob Dixon|1255 Rue du Fort, Montreal, Canada|(705) 656-2811|I2C 7V0|jacob_dixon8534@msn.com
Canada|Dustin Grant|1239 Rue du Fort, Montreal, Canada|(306) 994-9692|Q9Q 5B3|dustin_grant8418@gmx.de
Canada|Katrina Richmond|1215 Rue Seymour, Montreal, Canada|(431) 557-5494|D7E 1H1|katrina-richmond103@yahoo.de
Canada|Tanya Winters|1165 Rue Seymour, Montreal, Canada|(204) 259-3764|C2T 5Y6|tanya.winters6737@aol.com
Canada|Brian Howard|1226 Rue Seymour, Montreal, Canada|(683) 982-4063|Y1P 0D8|brian-howard633@centrum.cz
Canada|Ricky Small|1186 Rue Seymour, Montreal, Canada|(782) 935-7319|U8C 4I7|ricky-small6111@onet.pl
Canada|Jasmine Kent|1236 Rue du Fort, Montreal, Canada|(584) 677-5576|F8V 0D8|jasmine_kent3246@yahoo.fr
Canada|James Hinton|1200 Rue du Fort, Montreal, Canada|(672) 887-4021|C2R 6B3|james-hinton7795@ono.com
Canada|Andrew Mccarthy|4010;4020;4030 Rue Tupper, Westmount, Canada|(753) 252-8540|H3Z 1T6|andrew.mccarthy2394@hotmail.fr
Canada|Bridget Nguyen|4030 Rue Tupper, Montreal, Canada|(368) 619-7639|H3Z 1T6|bridget.nguyen5000@zoho.com
Canada|Teresa Smith|4040 Rue Tupper, Montreal, Canada|(343) 999-7035|H3Z 1T6|teresa-smith1330@hotmail.co.uk
Canada|Peter Perez|21 Avenue Gladstone, Montreal, Canada|(873) 998-2448|H3Z 1Z3|peter.perez1794@wp.pl
Canada|Angela Gillespie|15 Avenue Gladstone, Montreal, Canada|(613) 571-7040|H3Z 1Z3|angela.gillespie6708@laposte.net
Canada|Mark Rodriguez|11 Avenue Gladstone, Montreal, Canada|(403) 987-6501|H3Z 1Z3|mark-rodriguez4694@yahoo.com.au
Canada|Janet Ross|4000 Rue Sainte-Catherine Ouest, Westmount, Canada|(683) 708-7877|H3Z 1P1|janet.ross9926@terra.es
Canada|Renee Henry|4023 Rue Tupper, Montreal, Canada|(428) 545-7808|V5I 5X7|renee-henry9050@interia.pl
Canada|Sandra Daniels|4006 Saint Catherine Street West, Montreal, Canada|(367) 759-4319|H3Z 1P2|sandra.daniels2409@yandex.com
Canada|William Chase|4036 Rue Sainte-Catherine Ouest, Montreal, Canada|(905) 285-5740|G2J 9V4|william-chase8352@volny.cz
Canada|Chris Freeman|4192 Rue Sainte-Catherine, Montreal, Canada|(683) 642-4152|A9R 2E9|chris.freeman3077@t-online.de
Canada|Karen Mcgee|4084 Rue Sainte-Catherine Ouest, Montreal, Canada|(204) 746-5893|Z9V 9V8|karen.mcgee227@vp.pl
Canada|Margaret Boyd|1200 Avenue Atwater, Westmount, Canada|(431) 852-3917|H3Z 1X4|margaret.boyd5412@hotmail.co.uk
Canada|Jacob Henson|1920 rue Baile, Montreal, Canada|(437) 355-6205|H3H 2S6|jacob_henson7813@gmx.de
Canada|Renee Peterson|1399 Main Street, Vancouver, Canada|(807) 958-9691|Z8U 8P4|renee-peterson7551@gmx.de
Canada|Anne Wilcox|300 Cambie Street, Vancouver, Canada|(639) 317-4959|R4G 6M5|anne-wilcox1856@seznam.cz
Canada|Melanie Fisher|900 Burrard Street, Vancouver, Canada|(782) 453-5048|V6Z 3G5|melanie_fisher4836@ymail.com
Canada|Madeline Fernandez|88 West Pender Street, Vancouver, Canada|(902) 438-8078|Q1U 5Z8|madeline.fernandez9146@laposte.net
Canada|Caroline Cantrell|1095 West Broadway, Vancouver, Canada|(226) 373-8681|D5K 7N4|caroline-cantrell1253@laposte.net
Canada|Juan Beltran|125 Davie Street, Vancouver, Canada|(902) 835-7708|G0W 2C4|juan.beltran2480@wanadoo.es
Canada|Julia Sampson|375 Water Street, Vancouver, Canada|(873) 774-7106|V6B 1B8|julia-sampson2488@live.com
Canada|Lawrence Rocha|596 Seymour Street, Vancouver, Canada|(437) 534-5618|K9S 2F2|lawrence.rocha6854@aol.com
Canada|Theresa Davis|710 Granville Street, Vancouver, Canada|(902) 367-8494|V6Z 1E4|theresa.davis3811@hotmail.es
Canada|Mark Adams|990 Seymour Street, Vancouver, Canada|(778) 362-6302|V6B 3L9|mark-adams5023@telefonica.net
Canada|Janet Perry|1725 Robson Street, Vancouver, Canada|(613) 928-8011|V6G1C9|janet_perry7464@btinternet.com
Canada|John Salas|1798 Robson Street, Vancouver, Canada|(431) 428-1345|U2C 4R2|john-salas5443@seznam.cz
Canada|Katrina Hernandez|489 Robson Street, Vancouver, Canada|(418) 672-6470|V6B 6L9|katrina-hernandez6936@libero.it
Canada|Devin Cox|310 Robson Street, Vancouver, Canada|(403) 896-3032|S8P 8M7|devin-cox2490@wanadoo.es
Canada|Brandi Jennings|987 Mainland Street, Vancouver, Canada|(418) 381-5634|V4H 2B9|brandi-jennings8095@gmx.net
Canada|Mark Pennington|1006 Homer Street, Vancouver, Canada|(672) 921-0963|V6B 2W9|mark_pennington9086@zoho.com
Canada|Latoya Carr|1496 Cartwright Street, Vancouver, Canada|(705) 471-8793|Y9K 6R0|latoya-carr6869@tutanota.com
